Command finished with exit code 0.
Command output:
rm '.venv/lib/python3.12/site-packages/mypy/find_sources.py'
rm '.venv/lib/python3.12/site-packages/mypy/fixup.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/fixup.py'
rm '.venv/lib/python3.12/site-packages/mypy/freetree.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/freetree.py'
rm '.venv/lib/python3.12/site-packages/mypy/fscache.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/fscache.py'
rm '.venv/lib/python3.12/site-packages/mypy/fswatcher.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/fswatcher.py'
rm '.venv/lib/python3.12/site-packages/mypy/gclogger.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/gclogger.py'
rm '.venv/lib/python3.12/site-packages/mypy/git.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/git.py'
rm '.venv/lib/python3.12/site-packages/mypy/graph_utils.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/graph_utils.py'
rm '.venv/lib/python3.12/site-packages/mypy/indirection.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/indirection.py'
rm '.venv/lib/python3.12/site-packages/mypy/infer.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/infer.py'
rm '.venv/lib/python3.12/site-packages/mypy/inspections.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/inspections.py'
rm '.venv/lib/python3.12/site-packages/mypy/ipc.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/ipc.py'
rm '.venv/lib/python3.12/site-packages/mypy/join.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/join.py'
rm '.venv/lib/python3.12/site-packages/mypy/literals.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/literals.py'
rm '.venv/lib/python3.12/site-packages/mypy/lookup.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/lookup.py'
rm '.venv/lib/python3.12/site-packages/mypy/main.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/main.py'
rm '.venv/lib/python3.12/site-packages/mypy/maptype.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/maptype.py'
rm '.venv/lib/python3.12/site-packages/mypy/meet.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/meet.py'
rm '.venv/lib/python3.12/site-packages/mypy/memprofile.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/memprofile.py'
rm '.venv/lib/python3.12/site-packages/mypy/message_registry.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/message_registry.py'
rm '.venv/lib/python3.12/site-packages/mypy/messages.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/messages.py'
rm '.venv/lib/python3.12/site-packages/mypy/metastore.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/metastore.py'
rm '.venv/lib/python3.12/site-packages/mypy/mixedtraverser.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/mixedtraverser.py'
rm '.venv/lib/python3.12/site-packages/mypy/modulefinder.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/modulefinder.py'
rm '.venv/lib/python3.12/site-packages/mypy/moduleinspect.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/moduleinspect.py'
rm '.venv/lib/python3.12/site-packages/mypy/mro.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/mro.py'
rm '.venv/lib/python3.12/site-packages/mypy/nativeparse.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/nativeparse.py'
rm '.venv/lib/python3.12/site-packages/mypy/nodes.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/nodes.py'
rm '.venv/lib/python3.12/site-packages/mypy/operators.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/operators.py'
rm '.venv/lib/python3.12/site-packages/mypy/options.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/options.py'
rm '.venv/lib/python3.12/site-packages/mypy/parse.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/parse.py'
rm '.venv/lib/python3.12/site-packages/mypy/partially_defined.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/partially_defined.py'
rm '.venv/lib/python3.12/site-packages/mypy/patterns.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/patterns.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugin.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugin.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__init__.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/attrs.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/common.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/constants.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/ctypes.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/dataclasses.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/default.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/enums.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/functools.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/proper_plugin.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/__pycache__/singledispatch.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/attrs.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/attrs.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/common.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/common.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/constants.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/constants.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/ctypes.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/ctypes.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/dataclasses.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/dataclasses.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/default.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/default.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/enums.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/enums.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/functools.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/functools.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/proper_plugin.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/proper_plugin.py'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/singledispatch.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/plugins/singledispatch.py'
rm '.venv/lib/python3.12/site-packages/mypy/py.typed'
rm '.venv/lib/python3.12/site-packages/mypy/pyinfo.py'
rm '.venv/lib/python3.12/site-packages/mypy/reachability.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/reachability.py'
rm '.venv/lib/python3.12/site-packages/mypy/refinfo.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/refinfo.py'
rm '.venv/lib/python3.12/site-packages/mypy/renaming.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/renaming.py'
rm '.venv/lib/python3.12/site-packages/mypy/report.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/report.py'
rm '.venv/lib/python3.12/site-packages/mypy/scope.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/scope.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_classprop.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_classprop.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_enum.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_enum.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_infer.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_infer.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_main.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_main.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_namedtuple.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_namedtuple.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_newtype.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_newtype.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_pass1.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_pass1.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_shared.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_shared.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_typeargs.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_typeargs.py'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_typeddict.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/semanal_typeddict.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/__init__.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/astdiff.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/astmerge.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/aststrip.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/deps.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/mergecheck.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/objgraph.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/subexpr.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/target.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/trigger.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/__pycache__/update.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/server/astdiff.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/astdiff.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/astmerge.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/astmerge.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/aststrip.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/aststrip.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/deps.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/deps.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/mergecheck.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/mergecheck.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/objgraph.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/objgraph.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/subexpr.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/subexpr.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/target.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/target.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/trigger.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/trigger.py'
rm '.venv/lib/python3.12/site-packages/mypy/server/update.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/server/update.py'
rm '.venv/lib/python3.12/site-packages/mypy/sharedparse.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/sharedparse.py'
rm '.venv/lib/python3.12/site-packages/mypy/solve.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/solve.py'
rm '.venv/lib/python3.12/site-packages/mypy/split_namespace.py'
rm '.venv/lib/python3.12/site-packages/mypy/state.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/state.py'
rm '.venv/lib/python3.12/site-packages/mypy/stats.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/stats.py'
rm '.venv/lib/python3.12/site-packages/mypy/strconv.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/strconv.py'
rm '.venv/lib/python3.12/site-packages/mypy/stubdoc.py'
rm '.venv/lib/python3.12/site-packages/mypy/stubgen.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/stubgen.py'
rm '.venv/lib/python3.12/site-packages/mypy/stubgenc.py'
rm '.venv/lib/python3.12/site-packages/mypy/stubinfo.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/stubinfo.py'
rm '.venv/lib/python3.12/site-packages/mypy/stubtest.py'
rm '.venv/lib/python3.12/site-packages/mypy/stubutil.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/stubutil.py'
rm '.venv/lib/python3.12/site-packages/mypy/subtypes.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/subtypes.py'
rm '.venv/lib/python3.12/site-packages/mypy/suggestions.cpython-312-aarch64-linux-gnu.so'
rm '.venv/lib/python3.12/site-packages/mypy/suggestions.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/__init__.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/config.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/data.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/helpers.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/test_config_parser.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/test_diff_cache.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/test_find_sources.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/test_nativeparse.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/test_ref_info.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testapi.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testargs.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testcheck.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testcmdline.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testconstraints.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testdaemon.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testdeps.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testdiff.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testerrorstream.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testexportjson.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testfinegrained.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testfinegrainedcache.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testformatter.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testfscache.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testgraph.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testinfer.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testipc.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testmerge.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testmodulefinder.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testmypyc.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testoutput.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testparse.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testpep561.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testpythoneval.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testreports.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testsemanal.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testsolve.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/teststubgen.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/teststubinfo.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/teststubtest.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testsubtypes.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testtransform.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testtypegen.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testtypes.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/testutil.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/typefixture.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/update_data.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/__pycache__/visitors.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/config.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/data.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/helpers.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/__init__.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/__pycache__/__init__.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/__pycache__/_pytest.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/__pycache__/test_diff_helper.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/__pycache__/test_parse_data.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/__pycache__/test_update_data.cpython-312.pyc'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/_pytest.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/test_diff_helper.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/test_parse_data.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/meta/test_update_data.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/test_config_parser.py'
rm '.venv/lib/python3.12/site-packages/mypy/test/test_diff_cache.py'
